jump_1970_11.png 0 16 1.2272212715897286
jump_1970_11.png 0 32 1.5100343061494181
jump_1970_11.png 0 48 1.580210205563371
jump_1970_11.png 0 64 1.6389649917134925
jump_1970_11.png 0 80 1.692236586129064
jump_1970_11.png 0 96 1.7214313161729295
jump_1970_11.png 0 112 1.751516510211105
jump_1970_11.png 0 128 1.7854871854990553
jump_1970_11.png 0 144 1.8146432763352316
jump_1970_11.png 0 160 1.8417196584529854
jump_1970_11.png 0 176 1.8844312303205504
jump_1970_11.png 0 192 1.8986267612341594
jump_1970_11.png 0 208 1.9144074745717934
jump_1970_11.png 0 224 1.9273788226136943
jump_1970_11.png 0 240 1.9330870729090406

jump_1980_11.png 1 16 1.1732398205851016
jump_1980_11.png 1 32 1.2667743628599688
jump_1980_11.png 1 48 1.3989076449576494
jump_1980_11.png 1 64 1.506410049683918
jump_1980_11.png 1 80 1.608435203220162
jump_1980_11.png 1 96 1.6970829484177619
jump_1980_11.png 1 112 1.7785985441091052
jump_1980_11.png 1 128 1.8188174932192174
jump_1980_11.png 1 144 1.8499263716829177
jump_1980_11.png 1 160 1.8704420648748958
jump_1980_11.png 1 176 1.8973432129323946
jump_1980_11.png 1 192 1.9171122478120213
jump_1980_11.png 1 208 1.92168630887015
jump_1980_11.png 1 224 1.9250346813317871
jump_1980_11.png 1 240 1.928529608624355

jump_1990_11.png 2 16 1.5882665674080718
jump_1990_11.png 2 32 1.6380998079823412
jump_1990_11.png 2 48 1.6725555585422274
jump_1990_11.png 2 64 1.6988563738420381
jump_1990_11.png 2 80 1.7313480769793481
jump_1990_11.png 2 96 1.8026427225024715
jump_1990_11.png 2 112 1.822921841039875
jump_1990_11.png 2 128 1.8398740434844523
jump_1990_11.png 2 144 1.854331968977916
jump_1990_11.png 2 160 1.8685721858011426
jump_1990_11.png 2 176 1.8817908144198796
jump_1990_11.png 2 192 1.8947346646687362
jump_1990_11.png 2 208 1.9068542978362624
jump_1990_11.png 2 224 1.9168243604876107
jump_1990_11.png 2 240 1.9259049003651374

jump_2000_11.png 3 16 1.5075392245521486
jump_2000_11.png 3 32 1.570502333392792
jump_2000_11.png 3 48 1.6104683388695826
jump_2000_11.png 3 64 1.6454013757808206
jump_2000_11.png 3 80 1.6754190348249716
jump_2000_11.png 3 96 1.7091428142344012
jump_2000_11.png 3 112 1.7767513382225506
jump_2000_11.png 3 128 1.7996088380340525
jump_2000_11.png 3 144 1.8399063415172614
jump_2000_11.png 3 160 1.8596593587613477
jump_2000_11.png 3 176 1.8744338998369416
jump_2000_11.png 3 192 1.8890540621485972
jump_2000_11.png 3 208 1.9009488225098181
jump_2000_11.png 3 224 1.9135715149724413
jump_2000_11.png 3 240 1.92244457344131

jump_2010_11.png 4 16 1.5266635116421479
jump_2010_11.png 4 32 1.5944585687908446
jump_2010_11.png 4 48 1.6441657912155598
jump_2010_11.png 4 64 1.68432862781994
jump_2010_11.png 4 80 1.7175987067240368
jump_2010_11.png 4 96 1.7452980041745054
jump_2010_11.png 4 112 1.7761023061394499
jump_2010_11.png 4 128 1.8114444117448985
jump_2010_11.png 4 144 1.8500021710001122
jump_2010_11.png 4 160 1.8695213653365879
jump_2010_11.png 4 176 1.885800155926215
jump_2010_11.png 4 192 1.8987941892110674
jump_2010_11.png 4 208 1.9077017187274743
jump_2010_11.png 4 224 1.9152119272134944
jump_2010_11.png 4 240 1.9203213904251843

jump_2020_11.png 5 16 1.6550526835787887
jump_2020_11.png 5 32 1.711579683456133
jump_2020_11.png 5 48 1.748433321452872
jump_2020_11.png 5 64 1.7786507831534166
jump_2020_11.png 5 80 1.8052338212802148
jump_2020_11.png 5 96 1.829372718168025
jump_2020_11.png 5 112 1.8493795853393324
jump_2020_11.png 5 128 1.8659270717003287
jump_2020_11.png 5 144 1.8791389060233004
jump_2020_11.png 5 160 1.891400535329521
jump_2020_11.png 5 176 1.9020187095149375
jump_2020_11.png 5 192 1.9083272204032222
jump_2020_11.png 5 208 1.9136826324637586
jump_2020_11.png 5 224 1.9219615581805947
jump_2020_11.png 5 240 1.9255938642711121
